板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,002606,大连电瓷,2011-08-05,"439,073,220","421,342,031",C 制造业
主板,002607,中公教育,2011-08-10,"6,167,399,389","5,720,105,606",P 教育
主板,002608,江苏国信,2011-08-10,"3,778,079,704","3,778,079,704",D 水电煤气
主板,002609,捷顺科技,2011-08-15,"643,438,841","459,573,516",I 信息技术
主板,002611,东方精工,2011-08-30,"1,217,285,908","1,004,033,075",C 制造业
主板,002612,朗姿股份,2011-08-30,"442,445,375","261,328,927",C 制造业
主板,002613,北玻股份,2011-08-30,"1,100,568,692","773,671,916",C 制造业
主板,002614,奥佳华,2011-09-09,"623,739,204","441,275,311",C 制造业
主板,002615,哈尔斯,2011-09-09,"559,811,722","301,405,382",C 制造业
主板,002616,长青集团,2011-09-20,"859,216,368","587,480,268",N 公共环保
主板,002617,露笑科技,2011-09-20,"1,909,173,953","1,877,621,812",C 制造业
主板,002620,*ST瑞和,2011-09-29,"377,494,000","316,083,320",E 建筑业
主板,002622,皓宸医疗,2011-10-18,"840,000,000","839,975,250",Q 卫生
主板,002623,亚玛顿,2011-10-13,"193,062,513","192,636,138",C 制造业
主板,002624,完美世界,2011-10-28,"1,939,968,404","1,827,733,041",I 信息技术
主板,002625,光启技术,2011-11-03,"2,154,587,862","2,154,570,762",C 制造业
主板,002626,金达威,2011-10-28,"609,936,317","609,861,317",C 制造业
主板,002627,三峡旅游,2011-11-03,"705,679,478","698,158,144",N 公共环保
主板,002628,成都路桥,2011-11-03,"757,100,415","755,336,959",E 建筑业
主板,002629,仁智股份,2011-11-03,"426,098,000","362,953,990",B 采矿业
主板,002630,*ST华西,2011-11-11,"1,180,800,000","1,076,913,815",C 制造业
主板,002631,德尔未来,2011-11-11,"797,282,881","793,689,852",C 制造业
主板,002632,道明光学,2011-11-22,"624,599,090","574,513,511",C 制造业
主板,002633,申科股份,2011-11-22,"150,000,000","149,564,063",C 制造业
主板,002634,*ST棒杰,2011-12-05,"459,352,513","446,512,438",C 制造业
主板,002635,安洁科技,2011-11-25,"659,686,776","395,728,069",C 制造业
主板,002636,金安国纪,2011-11-25,"728,000,000","725,236,563",C 制造业
主板,002637,赞宇科技,2011-11-25,"470,401,000","464,724,240",C 制造业
主板,002638,勤上股份,2011-11-25,"1,436,594,349","1,352,680,009",C 制造业
主板,002639,雪人集团,2011-12-05,"779,425,428","660,105,056",C 制造业
主板,002640,跨境通,2011-12-08,"1,558,041,330","1,548,261,780",F 批发零售
主板,002641,公元股份,2011-12-08,"1,229,093,871","1,131,002,095",C 制造业
主板,002642,荣联科技,2011-12-20,"661,580,313","661,577,463",I 信息技术
主板,002643,万润股份,2011-12-20,"915,900,025","899,715,479",C 制造业
主板,002644,佛慈制药,2011-12-22,"510,657,000","510,657,000",C 制造业
主板,002645,华宏科技,2011-12-20,"753,120,432","680,213,487",C 制造业
主板,002646,天佑德酒,2011-12-22,"476,338,974","476,001,249",C 制造业
主板,002647,仁东控股,2011-12-28,"1,130,291,657","1,015,291,657",J 金融业
主板,002648,卫星化学,2011-12-28,"3,368,645,690","3,366,481,585",C 制造业
主板,002649,博彦科技,2012-01-06,"591,434,532","585,166,782",I 信息技术
主板,002650,ST加加,2012-01-06,"1,107,083,824","1,107,046,324",C 制造业
主板,002651,利君股份,2012-01-06,"1,033,460,000","565,448,566",C 制造业
主板,002652,扬子新材,2012-01-19,"512,064,000","512,064,000",C 制造业
主板,002653,海思科,2012-01-17,"1,140,892,480","536,986,608",C 制造业
主板,002654,万润科技,2012-02-17,"845,302,544","845,242,544",L 商务服务
主板,002655,共达电声,2012-02-17,"364,599,000","363,260,850",C 制造业
主板,002656,摩登大道,2012-02-28,"712,519,844","686,638,368",C 制造业
主板,002657,中科金财,2012-02-28,"339,313,920","336,127,440",I 信息技术
主板,002658,雪迪龙,2012-03-09,"635,760,924","358,946,499",C 制造业
主板,002659,凯文教育,2012-03-09,"598,280,384","598,278,275",P 教育
主板,002660,茂硕电源,2012-03-16,"356,626,019","346,352,168",C 制造业
主板,002661,克明食品,2012-03-16,"323,846,342","308,417,401",C 制造业
主板,002662,峰璟股份,2012-03-09,"1,500,000,000","1,499,981,100",C 制造业
主板,002663,普邦股份,2012-03-16,"1,723,348,902","1,707,116,180",E 建筑业
主板,002664,信质集团,2012-03-16,"408,200,000","402,947,338",C 制造业
主板,002666,德联集团,2012-03-27,"787,999,301","500,793,826",C 制造业
主板,002667,*ST威领,2012-03-29,"260,591,500","236,611,000",C 制造业
主板,002668,TCL智家,2012-04-16,"1,084,111,428","1,084,111,428",C 制造业
主板,002669,康达新材,2012-04-16,"303,400,000","302,717,800",C 制造业
主板,002670,国盛证券,2012-04-16,"1,935,084,653","1,623,350,634",J 金融业
主板,002671,龙泉股份,2012-04-26,"561,590,846","551,396,073",C 制造业
主板,002672,东江环保,2012-04-26,"905,118,302","905,118,302",C 制造业
主板,002673,西部证券,2012-05-03,"4,469,581,705","4,469,581,705",J 金融业
主板,002674,兴业科技,2012-05-07,"295,550,944","292,563,577",C 制造业
主板,002675,东诚药业,2012-05-25,"824,595,705","743,383,994",C 制造业
主板,002676,顺威股份,2012-05-25,"720,000,000","719,974,585",C 制造业
主板,002677,浙江美大,2012-05-25,"646,051,647","545,882,225",C 制造业
主板,002678,珠江钢琴,2012-05-30,"1,358,320,323","1,357,574,448",C 制造业
主板,002679,福建金森,2012-06-05,"235,756,000","235,756,000",A 农林牧渔
主板,002681,奋达科技,2012-06-05,"1,794,652,232","1,572,049,125",C 制造业
主板,002682,龙洲股份,2012-06-12,"562,368,594","562,368,594",G 运输仓储
主板,002683,广东宏大,2012-06-12,"759,885,063","692,561,159",B 采矿业
主板,002685,华东重机,2012-06-12,"1,007,690,641","1,007,589,316",C 制造业
主板,002686,亿利达,2012-07-03,"566,239,133","522,732,608",C 制造业
主板,002687,乔治白,2012-07-13,"504,779,491","413,616,488",C 制造业
主板,002688,金河生物,2012-07-13,"769,504,398","747,041,117",C 制造业
主板,002689,ST远智,2012-07-17,"1,043,310,725","1,042,911,524",C 制造业
主板,002690,美亚光电,2012-07-31,"882,228,900","427,032,322",C 制造业
主板,002691,*ST冀凯,2012-07-31,"340,000,000","335,980,305",C 制造业
主板,002692,远程股份,2012-08-08,"718,146,000","717,861,675",C 制造业
主板,002693,双成药业,2012-08-08,"414,689,750","410,981,596",C 制造业
主板,002694,*ST顾地,2012-08-16,"763,084,800","718,796,025",C 制造业
主板,002695,煌上煌,2012-09-05,"559,585,801","511,453,584",C 制造业
主板,002696,百洋股份,2012-09-05,"345,754,232","334,252,393",C 制造业
主板,002697,红旗连锁,2012-09-05,"1,360,000,000","1,148,092,375",F 批发零售
主板,002698,博实股份,2012-09-11,"1,022,561,575","844,138,325",C 制造业
主板,002700,万憬能源,2012-09-21,"413,628,185","409,364,099",D 水电煤气
主板,002701,奥瑞金,2012-10-11,"2,559,760,469","2,557,357,434",C 制造业
主板,002702,海欣食品,2012-10-11,"555,760,000","458,743,750",C 制造业
主板,002703,浙江世宝,2012-11-02,"605,847,384","586,048,074",C 制造业
主板,002705,新宝股份,2014-01-21,"811,875,780","808,103,400",C 制造业
主板,002706,良信股份,2014-01-21,"1,123,125,020","914,989,590",C 制造业
主板,002707,众信旅游,2014-01-23,"982,715,033","865,278,032",L 商务服务
主板,002708,光洋股份,2014-01-21,"562,097,967","509,630,351",C 制造业
主板,002709,天赐材料,2014-01-23,"2,038,561,744","1,509,011,019",C 制造业
主板,002712,思美传媒,2014-01-23,"544,276,198","540,582,346",L 商务服务
主板,002713,东易日盛,2014-02-19,"951,405,184","524,116,059",E 建筑业
主板,002714,牧原股份,2014-01-28,"5,462,773,044","3,280,499,320",A 农林牧渔
主板,002715,登云股份,2014-02-19,"138,000,000","138,000,000",C 制造业
主板,002716,湖南白银,2014-01-28,"2,823,088,646","2,322,475,674",C 制造业
主板,002717,*ST岭南,2014-02-19,"1,820,233,558","1,788,941,866",N 公共环保
主板,002718,友邦吊顶,2014-01-28,"129,447,829","96,215,283",C 制造业
主板,002719,ST麦趣,2014-01-28,"174,139,457","161,845,095",C 制造业
主板,002721,金一文化,2014-01-27,"2,659,378,615","2,659,378,615",C 制造业
主板,002722,物产金轮,2014-01-28,"222,372,010","222,357,010",C 制造业
主板,002723,小崧股份,2014-01-29,"332,349,876","317,759,182",C 制造业
主板,002724,海洋王,2014-11-04,"771,497,994","566,478,289",C 制造业
主板,002725,跃岭股份,2014-01-29,"256,000,000","248,963,432",C 制造业
主板,002726,ST龙大,2014-06-26,"1,361,134,605","1,360,315,605",C 制造业
主板,002727,一心堂,2014-07-02,"585,604,125","397,458,083",F 批发零售
主板,002728,特一药业,2014-07-31,"513,309,812","501,308,912",C 制造业
主板,002729,好利科技,2014-09-12,"182,969,920","175,461,341",C 制造业
主板,002730,电光科技,2014-10-09,"362,079,880","346,029,880",C 制造业
主板,002731,*ST萃华,2014-11-04,"256,156,000","229,655,950",C 制造业
主板,002732,燕塘乳业,2014-12-05,"157,350,000","157,062,585",C 制造业
主板,002733,雄韬股份,2014-12-03,"384,214,913","368,862,759",C 制造业
主板,002734,利民股份,2015-01-27,"475,839,624","435,821,544",C 制造业
主板,002735,王子新材,2014-12-03,"375,254,353","285,059,341",C 制造业
主板,002736,国信证券,2014-12-29,"10,241,743,060","9,612,429,377",J 金融业
主板,002737,葵花药业,2014-12-30,"584,000,000","583,990,700",C 制造业
主板,002738,中矿资源,2014-12-30,"729,384,877","711,015,264",C 制造业
主板,002739,儒意电影,2015-01-22,"2,111,778,708","2,099,912,448",R 文化传播
主板,002741,光华科技,2015-02-16,"468,602,310","430,026,595",C 制造业
主板,002742,冀衡医药,2015-02-17,"684,102,041","523,921,123",C 制造业
主板,002743,富煌钢构,2015-02-17,"435,268,478","434,570,978",C 制造业
主板,002745,木林森,2015-02-17,"1,484,166,399","1,056,592,904",C 制造业
主板,002746,仙坛股份,2015-02-16,"860,538,727","709,676,227",C 制造业
主板,002747,埃斯顿,2015-03-20,"871,018,453","782,435,153",C 制造业
主板,002748,世龙实业,2015-03-19,"240,000,000","239,862,750",C 制造业
主板,002749,国光股份,2015-03-20,"556,471,548","544,316,897",C 制造业
主板,002752,昇兴股份,2015-04-22,"976,918,468","975,526,819",C 制造业
主板,002753,永东股份,2015-05-19,"428,679,527","295,788,903",C 制造业
主板,002755,奥赛康,2015-05-15,"928,160,351","928,151,576",C 制造业
主板,002756,永兴材料,2015-05-15,"539,101,540","393,734,452",C 制造业
主板,002757,南兴股份,2015-05-27,"295,455,913","284,203,346",C 制造业
主板,002758,浙农股份,2015-05-27,"518,802,499","518,247,801",F 批发零售
主板,002759,ST天际,2015-05-28,"501,382,605","501,051,996",C 制造业
主板,002760,凤形股份,2015-06-11,"107,988,706","107,988,706",C 制造业
主板,002761,浙江建投,2015-06-10,"1,324,871,898","1,081,789,109",E 建筑业
主板,002762,金发拉比,2015-06-10,"354,025,000","354,025,000",C 制造业
主板,002763,汇洁股份,2015-06-10,"409,924,000","303,655,488",C 制造业
主板,002765,蓝黛科技,2015-06-12,"652,128,090","595,908,390",C 制造业
主板,002766,索菱股份,2015-06-11,"859,845,824","858,179,809",C 制造业
主板,002767,先锋电子,2015-06-12,"150,000,000","130,283,871",C 制造业
主板,002768,国恩股份,2015-06-30,"392,200,000","252,258,267",C 制造业
主板,002769,普路通,2015-06-29,"373,318,054","373,010,230",L 商务服务
主板,002771,真视通,2015-06-29,"209,764,100","180,592,355",I 信息技术
主板,002772,众兴菌业,2015-06-26,"374,742,533","371,636,627",A 农林牧渔
主板,002773,康弘药业,2015-06-26,"921,326,354","686,839,429",C 制造业
主板,002774,快意电梯,2017-03-24,"336,687,900","262,833,241",C 制造业
主板,002775,文科股份,2015-06-29,"657,756,124","593,250,124",E 建筑业
主板,002777,久远银海,2015-12-31,"408,231,038","404,509,766",I 信息技术
主板,002778,中晟高科,2016-01-06,"124,753,300","123,742,705",C 制造业
主板,002779,中坚科技,2015-12-09,"184,800,000","165,808,335",C 制造业
主板,002780,三夫户外,2015-12-09,"165,361,713","132,595,301",F 批发零售
主板,002782,可立克,2015-12-22,"495,814,013","489,728,700",C 制造业
主板,002783,凯龙股份,2015-12-09,"499,317,447","461,116,586",C 制造业
主板,002785,万里石,2015-12-23,"226,619,695","194,287,773",C 制造业
主板,002786,银宝山新,2015-12-23,"495,612,000","491,861,250",C 制造业
主板,002787,华源控股,2015-12-31,"332,398,723","248,083,238",C 制造业
主板,002788,鹭燕医药,2016-02-18,"388,516,736","381,851,941",F 批发零售
主板,002789,*ST建艺,2016-03-11,"159,623,514","156,478,262",E 建筑业
主板,002790,瑞尔特,2016-03-08,"417,872,300","260,697,500",C 制造业
主板,002791,坚朗五金,2016-03-29,"353,885,013","212,331,087",C 制造业
主板,002792,通宇通讯,2016-03-28,"523,836,030","337,894,269",C 制造业
主板,002793,罗欣药业,2016-04-15,"1,087,588,486","1,085,927,594",C 制造业
主板,002795,永和智控,2016-04-28,"441,687,427","435,183,747",C 制造业
主板,002796,世嘉科技,2016-05-10,"252,366,948","227,703,703",C 制造业
主板,002797,第一创业,2016-05-11,"4,202,400,000","4,202,400,000",J 金融业
主板,002798,帝欧水华,2016-05-25,"587,514,909","516,755,697",C 制造业
主板,002799,环球印务,2016-06-08,"320,040,000","320,035,800",C 制造业
主板,002800,天顺股份,2016-05-30,"152,253,067","146,372,800",G 运输仓储
主板,002801,微光股份,2016-06-22,"229,632,000","115,802,700",C 制造业
主板,002802,洪汇新材,2016-06-29,"181,245,890","149,682,457",C 制造业
主板,002803,吉宏股份,2016-07-12,"380,635,288","297,564,176",F 批发零售
主板,002805,丰元股份,2016-07-07,"280,062,508","278,816,068",C 制造业
主板,002806,华锋股份,2016-07-26,"212,479,189","166,751,605",C 制造业
主板,002807,江阴银行,2016-09-02,"2,707,532,067","2,703,180,680",J 金融业
主板,002809,红墙股份,2016-08-23,"240,260,213","169,955,852",C 制造业
主板,002810,山东赫达,2016-08-26,"348,025,213","323,015,666",C 制造业
主板,002811,郑中设计,2016-09-08,"307,970,005","283,050,314",M 科研服务
主板,002812,恩捷股份,2016-09-14,"981,318,518","822,610,868",C 制造业
主板,002813,路畅科技,2016-10-12,"120,000,000","119,892,056",C 制造业
主板,002815,崇达技术,2016-10-12,"1,234,151,324","777,138,039",C 制造业
主板,002816,*ST和科,2016-10-25,"100,000,000","100,000,000",C 制造业
主板,002817,黄山胶囊,2016-10-25,"299,098,170","290,361,795",C 制造业
主板,002818,富森美,2016-11-09,"748,458,940","298,357,191",L 商务服务
主板,002819,东方中科,2016-11-11,"299,610,100","237,741,486",F 批发零售
主板,002820,桂发祥,2016-11-18,"200,868,295","200,868,295",C 制造业
主板,002821,凯莱英,2016-11-18,"332,828,960","317,043,858",C 制造业
主板,002822,ST中装,2016-11-29,"1,950,000,000","1,094,501,468",E 建筑业
主板,002823,凯中精密,2016-11-24,"327,498,270","223,039,713",C 制造业
主板,002824,和胜股份,2017-01-12,"311,172,838","226,176,130",C 制造业
主板,002825,纳尔股份,2016-11-29,"341,940,627","256,627,114",C 制造业
主板,002826,易明医药,2016-12-09,"190,677,750","184,729,311",C 制造业
主板,002827,高争民爆,2016-12-09,"277,046,000","275,998,875",C 制造业
主板,002828,贝肯能源,2016-12-08,"200,987,600","200,987,600",B 采矿业
主板,002829,星网宇达,2016-12-13,"207,809,394","150,673,683",C 制造业
主板,002830,名雕股份,2016-12-13,"185,896,000","92,834,500",E 建筑业
主板,002831,裕同科技,2016-12-16,"1,288,331,029","714,221,966",C 制造业
主板,002832,比音勒芬,2016-12-23,"570,707,084","385,702,468",C 制造业
主板,002833,弘亚数控,2016-12-28,"429,069,659","292,706,608",C 制造业
主板,002835,同为股份,2016-12-28,"219,493,931","127,453,854",C 制造业
主板,002836,新宏泽,2016-12-29,"230,400,000","230,400,000",C 制造业
